Date,Open,High,Low,Close,Volume
2005-10-10,62.26096246440605,62.35387896553373,61.64372852773241,61.72337341308594,514500
2005-10-11,61.72341693832567,61.72341693832567,60.52876813344496,60.548683166503906,948000
2005-10-12,60.163729742282136,60.90706214613111,60.06417484860316,60.47566604614258,512500
2005-10-13,60.46898395588817,61.22559249875478,60.32297089260364,60.873836517333984,549300
2005-10-14,61.15925857693601,61.438008182915695,60.800864056288674,61.12607192993164,476000
2005-10-17,61.55745303605555,61.577362992365046,60.24997856032073,60.64155960083008,436000
2005-10-18,60.52876602097462,60.601772615590114,59.75224685668945,59.75224685668945,408300
2005-10-19,59.665971472100175,60.69469206256637,58.73680073031836,60.6615104675293,683500
2005-10-20,60.39602951998625,60.515494396304966,59.29429732020556,59.75224685668945,363900
2005-10-21,60.72783055061721,61.776465342594854,60.276519694802104,61.42470932006836,693400
2005-10-24,61.59067220305995,63.887047875761034,61.55084720583653,63.86713790893555,594900
2005-10-25,63.05078133855003,63.249891094521395,60.3960115979795,62.32072067260742,1618900
2005-10-26,61.7233851784154,63.289699443942546,61.18579602462338,63.0507698059082,1056200
2005-10-27,63.05081407510823,64.54412282951868,62.58623115472127,63.68132019042969,1134100
2005-10-28,64.04632971246829,64.90913203454181,63.88040657849816,64.57728576660156,769400
2005-10-31,64.64365242800741,66.02413408416625,64.64365242800741,66.00421905517578,701500
2005-11-01,65.9046630859375,65.95112135544132,65.41352702138671,65.9046630859375,470600
2005-11-02,65.73873591998887,67.48424515356653,64.78965556127014,67.00638580322266,1098800
2005-11-03,67.00639192287754,67.00639192287754,65.44671561341787,66.4754409790039,738700
2005-11-04,66.47543777031768,67.28513830040963,66.0108500203351,66.95993041992188,535200
2005-11-07,67.12587203092288,67.12587203092288,66.03741652543866,66.54182434082031,299000
2005-11-08,66.40907149473709,66.40907149473709,65.47990602369674,65.57282257080078,229700
2005-11-09,65.71880447726139,65.75862945555579,64.99538235406158,65.207763671875,577200
2005-11-10,65.20779003053502,67.13913769248836,65.04850524368047,66.7873764038086,680600
2005-11-11,66.89354459191095,68.6257818240526,66.58824675492413,68.26738739013672,569400
2005-11-14,68.69877786658128,72.00396203431478,68.69877786658128,71.24071502685547,1477200
2005-11-15,71.04827855502974,71.17437667686998,70.4642259603407,70.63678741455078,611900
2005-11-16,70.69652372376807,70.84917522857883,70.0593795237205,70.60360717773438,419100
2005-11-17,70.76953626706313,71.14784082595014,70.55052156928717,70.68325805664062,593300
2005-11-18,70.81596851393647,70.88234179678857,69.68769359543855,70.2518310546875,412200
2005-11-21,70.41779621274729,70.5173511329438,69.7076452085867,70.13240814208984,378200
2005-11-22,70.04612046304676,70.21204361980111,69.39569946059761,69.80055236816406,485300
2005-11-23,69.6610074727511,71.61430775907638,69.6610074727511,71.14259338378906,473100
2005-11-25,71.27545377314779,71.35518205720803,70.59113580879729,70.9432601928711,164300
2005-11-28,71.07615408105573,71.16252260343484,70.192517774215,70.7173843383789,356300
2005-11-29,70.7173769633783,70.92333537850394,69.16270824057928,70.33867645263672,568600
2005-11-30,70.0928430953945,70.49147436462717,69.5214697509081,69.84037780761719,630500
2005-12-01,70.17260139777532,70.35862906507815,69.46170705836886,69.70752716064453,662700
2005-12-02,68.76408481023726,68.81059171798204,67.9933931174694,68.69764709472656,1419500
2005-12-05,68.65776940975239,68.65776940975239,66.78419774685285,68.03324890136719,1033000
2005-12-06,68.29902646958182,68.8969710720494,67.40874472139087,67.41539001464844,579700
2005-12-07,67.34228158761788,67.92030022997713,66.77090823600896,66.87056732177734,622700
2005-12-08,66.97022845791966,67.77413632168629,66.56495188055946,66.72440338134766,406000
2005-12-09,66.79084969255626,68.15948581086688,66.7376974958191,67.91366577148438,440900
2005-12-12,68.03991320470917,68.59135087116697,67.84059496554478,68.12628173828125,370200
2005-12-13,68.04656056078582,68.57142724798136,67.62799829731927,67.80738067626953,348900
2005-12-14,67.80071095884223,68.26577993817159,67.56153117836664,67.73426818847656,270000
2005-12-15,67.80069491530881,67.93357028685469,66.936989793649,67.2359619140625,300000
2005-12-16,67.31570610979665,67.35556771692028,66.0998764038086,66.0998764038086,571200
2005-12-19,66.1131902757622,66.49189088346039,64.23297275470203,64.47879791259766,722000
2005-12-20,64.66481033824307,66.01351560466189,64.66481033824307,65.91385650634766,676600
2005-12-21,66.06665422036153,66.79747900966606,65.99357123454395,66.33905029296875,460400
2005-12-22,66.20617732457963,67.13632030358349,66.20617732457963,67.07652282714844,320200
2005-12-23,67.1828405947926,67.63462412788373,66.81078028768243,67.030029296875,228600
2005-12-27,66.9901958733075,68.24588789962645,66.56498825957381,66.66464233398438,329900
2005-12-28,66.97024690824372,68.07977256622566,66.97024690824372,67.39545440673828,360800
2005-12-29,67.39545637304009,68.01333682932845,67.28915196087836,67.43531799316406,157600
