Date,Open,High,Low,Close,Volume
2005-10-10,11.779715181116213,11.823139304878424,11.67707682228271,11.720500946044922,828500
2005-10-11,11.74418978099702,11.752085215339319,11.677080094987605,11.708661079406738,896100
2005-10-12,11.65339080869021,11.838928938548047,11.63759994506836,11.63759994506836,985000
2005-10-13,11.653395521370117,11.700766625493095,11.586285829737458,11.669185638427734,1511900
2005-10-14,11.673130986532884,11.799454909153265,11.5902311946695,11.759979248046875,780400
2005-10-17,11.763926749179477,12.028417756604219,11.503383458635705,11.684974670410156,3820700
2005-10-18,11.748137142214679,11.759980293369294,11.598126906056372,11.60207462310791,1737100
2005-10-19,11.290213140769891,11.294160858043544,11.092831794787726,11.20731258392334,6498500
2005-10-20,11.211259912702575,11.3020551480001,11.19152207996835,11.22705078125,1725000
2005-10-21,11.215204926303675,11.309947855899338,11.065195476014676,11.132305145263672,1997000
2005-10-24,11.09677622566475,11.238890240677682,11.09677622566475,11.211256980895996,2030900
2005-10-25,11.187571055504556,11.28231397993055,11.17967562356493,11.230995178222656,1217900
2005-10-26,11.167830429720848,11.250730185461048,11.09677306597231,11.120458602905273,1076200
2005-10-27,11.108620240433574,11.140201220923613,11.0651968628535,11.080986976623535,927900
2005-10-28,11.104673797309,11.230998486706854,11.092831398860802,11.179678916931152,1656900
2005-10-31,11.179674109764575,11.266522343440961,11.104669022393983,11.171778678894043,2033100
2005-11-01,11.171783881410542,11.250736720983442,11.132308214574174,11.20731258392334,1631200
2005-11-02,11.223097434643535,11.242835257477331,11.08098270080123,11.124406814575195,1392200
2005-11-03,11.195467098327446,11.242838186650342,11.092828736361342,11.132305145263672,1260200
2005-11-04,11.116517993196613,11.270475211089176,11.116517993196613,11.155994415283203,2042700
2005-11-07,11.14414785755399,11.388900997343706,11.112566880124662,11.183624267578125,1757200
2005-11-08,11.183624461009412,11.345477067252848,11.179676744643729,11.337581634521484,2537800
2005-11-09,11.294156918365182,11.436270925893442,11.278366054778811,11.396795272827148,1670400
2005-11-10,11.388901495221727,11.52706855987137,11.349425083471841,11.515225410461426,1424600
2005-11-11,11.48758961858809,11.598122643608816,11.467851040584561,11.56654167175293,1049900
2005-11-14,11.613911752579485,11.613911752579485,11.511273421306425,11.558645248413086,807900
2005-11-15,11.574443615866775,11.598129169849056,11.432328786072716,11.452067375183105,1023100
2005-11-16,11.463905629283195,11.507329000867694,11.428376937018692,11.467852592468262,698400
2005-11-17,11.463911022837541,11.558653995801047,11.440224714884,11.456015586853027,1385300
2005-11-18,11.491535599232611,11.586278500496286,11.448111487130642,11.558645248413086,968200
2005-11-21,11.53496444720708,11.625760429620266,11.531016730323898,11.598126411437988,1019900
2005-11-22,11.562599882942537,11.681028392157101,11.562599882942537,11.641551971435547,1104300
2005-11-23,11.613916901949436,11.894198015006602,11.613916901949436,11.866564750671387,1624500
2005-11-25,11.866561508592758,12.040257233608457,11.850771398836663,11.886300086975098,752800
2005-11-28,11.890251815563765,11.921832798684184,11.744189298038052,11.752084732055664,1458800
2005-11-29,11.78761343218489,11.819194415305311,11.740241581029244,11.752084732055664,1780400
2005-11-30,11.736294896137892,11.74024261349387,11.416537319804645,11.424432754516602,2712600
2005-12-01,11.424431253993856,11.748136505166558,11.357321573656833,11.700764656066895,2525600
2005-12-02,11.60207159873714,11.748134079769063,11.60207159873714,11.73629093170166,1352400
2005-12-05,11.67313335592967,11.740243047562329,11.602075946795077,11.669185638427734,1501700
2005-12-06,11.653389480216498,11.71655142160387,11.613913078611956,11.617860794067383,1321300
2005-12-07,11.606021742460372,11.641550441144485,11.45601226697745,11.459959983825684,1211600
2005-12-08,11.46390698584447,11.590230905311085,11.448116119436168,11.582335472106934,1206200
2005-12-09,11.566543631320005,11.669181995477746,11.511277109446565,11.53496265411377,830200
2005-12-12,11.51522527035317,11.67313016248153,11.471801142661652,11.657340049743652,1622600
2005-12-13,11.621810506079235,11.684972458317448,11.5547008377074,11.59417724609375,2283900
2005-12-14,11.54680898075153,11.59812780047905,11.424432754516602,11.424432754516602,2330200
2005-12-15,11.428380121950465,11.74813768849315,11.116517236927912,11.317846298217773,6121700
2005-12-16,11.34942201671497,11.440217212140755,11.227045851012836,11.234940528869629,3287500
2005-12-19,11.227048393899661,11.274419483568707,11.152043290148796,11.183624267578125,2559600
2005-12-20,11.140204131660784,11.16783815564107,11.06519975399336,11.088885307312012,2758100
2005-12-21,11.061244384098039,11.187568251673378,11.057296669117605,11.120458602905273,3296300
2005-12-22,11.160266680460065,11.347332212036587,11.160266680460065,11.311511039733887,3250300
2005-12-23,11.279666974353068,11.303547496259393,11.144342751637057,11.176183700561523,2002600
2005-12-27,11.164247300276617,11.263750398350913,11.096585163220162,11.104545593261719,1752000
2005-12-28,11.108524758871217,11.303550721575121,11.104544544226444,11.227928161621094,1555400
2005-12-29,11.247828914099344,11.303550399240544,11.196086884341115,11.271709442138672,1386000
2005-12-30,11.243842740764508,11.243842740764508,11.152300132504221,11.21200180053711,1100900
2006-01-03,11.20404603341179,11.235886986876032,11.128423484253634,11.164244651794434,2016300
2006-01-04,11.180165486541457,11.279668560818864,11.08464262633293,11.124444007873535,2301800
2006-01-05,11.168223239495639,11.192104520477264,11.03289901719218,11.080660820007324,2939400
2006-01-06,11.080662610365488,11.132403875889564,10.993100176729273,11.01300048828125,2094600
2006-01-09,11.06076014478539,11.06871981236714,10.945336234647126,10.953296661376953,2622900
2006-01-10,10.969216970734324,11.028918654082297,10.921455927715185,10.937376022338867,2182800
2006-01-11,10.941354605683172,11.096579111091378,10.941354605683172,11.072698593139648,1699400
2006-01-12,11.562259460332323,11.62196192529642,11.22394954099378,11.502557754516602,8209800
2006-01-13,11.542355067758725,11.554295708363519,11.343348945900816,11.422951698303223,2241200
2006-01-17,11.426931902606944,11.502554446437312,11.343349690332452,11.458773612976074,1573000
2006-01-18,11.43091131925815,11.657778934928436,11.43091131925815,11.566235542297363,2147900
2006-01-19,11.62196011325775,11.753304149233172,11.482655648641815,11.570218086242676,2497500
2006-01-20,11.594097733471191,11.602058161507815,11.442853396516357,11.446833610534668,2019700
2006-01-23,11.47070901718356,11.482649653910498,11.34334526202102,11.414987564086914,1536900
2006-01-24,11.418970852644765,11.721460232221562,11.363248625388469,11.399069786071777,1794300
2006-01-25,11.418972871554688,11.462753707459713,11.347330537521483,11.446833610534668,1282900
2006-01-26,11.522454076845904,11.801062175458298,11.49857279705062,11.57817554473877,2329100
2006-01-27,11.60205271428563,11.697575528432063,11.5065299001392,11.657774925231934,1428300
2006-01-30,11.598072283368674,11.96026323152255,11.542350832621256,11.940362930297852,4496200
