Date,Open,High,Low,Close,Volume
2005-10-10,18.28898707910998,18.30269765655116,18.010219207889353,18.051349639892578,484832
2005-10-11,18.11075867461685,18.238717995906388,18.019359159410033,18.051349639892578,700097
2005-10-12,17.941673524589195,18.16560172790945,17.841134039353037,17.978233337402344,774090
2005-10-13,17.800011237940588,18.00565960807708,17.713181001432453,17.98280906677246,1376027
2005-10-14,18.019360648950734,18.188449115900603,17.859412134277086,18.174739837646484,899549
2005-10-17,18.147322442908372,18.22501139763628,17.982803279615695,18.16103172302246,708749
2005-10-18,18.051356290444634,18.243294042773094,17.996516561116277,18.001087188720703,843458
2005-10-19,17.91425372968139,18.362110137939453,17.722316012039684,18.362110137939453,1500592
2005-10-20,18.371249328878825,18.43979832514641,17.90968366007881,17.973663330078125,1447782
2005-10-21,17.93710615502139,18.037644350905342,16.92714316635568,17.41613006591797,4122114
2005-10-24,17.484672480693767,17.927959442138672,17.429832776165313,17.927959442138672,1590397
2005-10-25,17.88683628346877,18.01479564604269,17.585219086293844,17.777156829833984,824811
2005-10-26,17.850276266720773,17.95995571913362,17.704038297157698,17.845706939697266,1287564
2005-10-27,17.891405995891798,17.891405995891798,17.534947789808125,17.54865837097168,869564
2005-10-28,17.502957925030433,17.708606231976628,17.48467801773208,17.635486602783203,2697753
2005-10-31,17.662906396601137,17.91425447083795,17.662906396601137,17.8137149810791,1797756
2005-11-01,17.754303456846607,17.758874083176746,17.562365758030342,17.64005470275879,1221179
2005-11-02,17.617207408018917,17.955384406395567,17.566938311075596,17.93253517150879,853751
2005-11-03,17.982812259593103,18.101631714638696,17.873134062949195,17.987382888793945,1856682
2005-11-04,17.98737025916505,18.078769775794214,17.845701658550016,17.90968132019043,800942
2005-11-07,17.937107106729833,17.991945534521292,17.70860823959554,17.841136932373047,1260712
2005-11-08,17.836567605190744,17.900547287988346,17.6857590030425,17.841136932373047,759769
2005-11-09,17.886831658821396,18.04678017052367,17.731453773332532,17.94167137145996,613722
2005-11-10,17.88683496683393,18.142753673143805,17.708606517957016,18.055923461914062,1062602
2005-11-11,18.097054510990837,18.20673396022999,18.042214786371265,18.147323608398438,603131
2005-11-14,18.09705279440736,18.38039004441205,18.09705279440736,18.362110137939453,749177
2005-11-15,18.348401912387807,18.439800149681194,18.165602837159764,18.23415184020996,941170
2005-11-16,18.302701640527765,18.46265017679577,18.24786191946663,18.44437026977539,1064840
2005-11-17,18.444363161363256,18.700280460698046,18.444363161363256,18.695711135864258,1325455
2005-11-18,18.736846923828125,18.764266783542173,18.581469019102414,18.736846923828125,1151960
2005-11-21,18.554045756734315,18.791683197021484,18.512915324545933,18.791683197021484,729336
2005-11-22,18.714000316572537,18.878518197619044,18.613460816848107,18.846529006958008,902384
